Metabolite,HMDB Name,Shift (ppm),Hs,Type,J (Hz),Height,Physiological Charge,SMILES,InChlKey,pKa (Strongest Acidic),pKa (Strongest Basic),Blood,Urine,Feces,Saliva,Cerebrospinal Fluid (CSF),Amniotic Fluid,Aqueous Humour,Ascites Fluid,Breast Milk,Lymph,Sweat,Tears
Squalene,HMDB00256,1.625,18,d,0.8,1,0,CC(C)=CCC\C(C)=C/CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,InChIKey=YYGNTYWPHWGJRM-FLHYQJCXSA-N,4.51,-3.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tricosanoic acid,HMDB01160,1.625,2,quin,NA,0.0249,-1,CCCCCCCCCCCCCCCCCCCCCCC(O)=O,InChIKey=XEZVDURJDFGERA-UHFFFAOYSA-N,1.77,9.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Biocytin,HMDB03134,1.635,2,m,NA,0.2516,0,[H][C@]12CS[C@@H](CCCCC(=O)NCCCC[C@H](N)C(O)=O)[C@@]1([H])NC(=O)N2,InChIKey=BAQMYDQNMFBZNA-MNXVOIDGSA-N,14.58,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N-Stearoylsphingosine,HMDB00829,1.635,2,quin,NA,7.00E-04,0,CCCCCCCCCCCCCCCCCC(=O)NC(CO)C(O)\C=C\CCCCCCCCCCCCC,InChIKey=VODZWWMEJITOND-OWWNRXNESA-N,1.23,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG(10:0/10:0/10:0)[iso],HMDB00548,1.635,6,m,NA,0.0787,0,CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC)OC(=O)CCCCCCCCC,InChIKey=LADGBHLMCUINGV-UHFFFAOYSA-N,4.99,5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Butanal,HMDB03543,1.635,2,m,NA,0.0839,0,CCCC=O,InChIKey=ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,14.58,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Deoxycholic acid glycine conjugate,HMDB00631,1.635,2,m,NA,0.1114,-1,[H][C@]12CCC3C4CC[C@H]([C@H](C)CCC(=O)NCC(O)=O)[C@@]4(C)[C@@H](O)CC3[C@@]1(C)CC[C@@H](O)C2,InChIKey=WVULKSPCQVQLCU-ZMBDPXIHSA-N,1.86,-6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Eucalyptol,HMDB04472,1.635,2,m,NA,0.0344,0,CC12CCC(CC1)C(C)(C)O2,InChIKey=WEEGYLXZBRQIMU-UHFFFAOYSA-N,1.86,-6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Geraniol,HMDB05812,1.635,2,s,NA,0.9309,0,CC(C)=CCC\C(C)=C/CO,InChIKey=GLZPCOQZEFWAFX-YFHOEESVSA-N,1.87,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hyodeoxycholic acid,HMDB00733,1.635,3,m,NA,0.1297,-1,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](O)C2C[C@H](O)CC[C@]12C,InChIKey=DGABKXLVXPYZII-CDONHWFASA-N,5.01,-3.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
L-Pipecolic acid,HMDB00716,1.635,3,m,NA,0.2426,0,OC(=O)[C@@H]1CCCCN1,InChIKey=HXEACLLIILLPRG-YFKPBYRVSA-N,10.87,-4.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Aminoadipic acid,HMDB00510,1.641,1,m,NA,0.1815,-1,NC(CCCC(O)=O)C(O)=O,InChIKey=OYIFNHCXNCRBQI-UHFFFAOYSA-N,7.6,-3.8,2,4.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cortisone,HMDB02802,1.645,2,m,NA,0.0616,0,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=MFYSYFVPBJMHGN-ZPOLXVRWSA-N,17.79,2.77,0.0624,0.011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Arachidic acid,HMDB02212,1.645,5,m,NA,0.0352,-1,CCCCCCCCCCCCCCCCCCCC(O)=O,InChIKey=VKOBVWXKNCXXDE-UHFFFAOYSA-N,2.26,-3.6,0.238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Pentadecanoic acid,HMDB00826,1.645,2,td,14.80 7.50,0.0568,-1,CCCCCCCCCCCCCCC(O)=O,InChIKey=WQEPLUUGTLDZJY-UHFFFAOYSA-N,1.02,3.68,1.561666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Pipecolic acid,HMDB00070,1.645,4,m,NA,0.9695,0,OC(=O)C1CCCCN1,InChIKey=HXEACLLIILLPRG-UHFFFAOYSA-N,2.8,-3.6,1.83,0.114,NaN,NaN,0.403,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Homo-L-arginine,HMDB00670,1.645,2,m,NA,0.6463,1,N[C@@H](CCCCNC(N)=N)C(O)=O,InChIKey=QUOGESRFPZDMMT-YFKPBYRVSA-N,1.14,-3.7,3.56,0.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2-Hydroxycaproic acid,HMDB01624,1.645,8,m,NA,0.0636,-1,CCCCC(O)C(O)=O,InChIKey=NYHNVHGFPZAZGA-UHFFFAOYSA-N,19.94,-1.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2-Methylbutyroylcarnitine,HMDB00378,1.645,1,dq,17.39 3.63,0.0281,0,CCC(C)C(=O)OC(CC([O-])=O)C[N+](C)(C)C,InChIKey=IHCPDBBYTYJYIL-UHFFFAOYSA-N,1.86,-1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.11.14-Eicosatrienoic acid,HMDB02925,1.645,2,m,NA,0.1901,-1,CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O,InChIKey=HOBAELRKJCKHQD-QNEBEIHSSA-N,1.86,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Elaidic acid,HMDB00573,1.645,6,tt,7.48 7.31,0.1356,-1,CCCCCCCC\C=C\CCCCCCCC(O)=O,InChIKey=ZQPPMHVWECSIRJ-MDZDMXLPSA-N,2.91,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Verapamil,HMDB01850,1.645,1,m,NA,0.021,1,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,InChIKey=SGTNSNPWRIOYBX-UHFFFAOYSA-N,12.45,-0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Linoleic acid,HMDB00673,1.652,2,m,NA,0.2418,-1,CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,InChIKey=OYHQOLUKZRVURQ-HZJYTTRNSA-N,9.99,9.23,48.2866,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hexanal,HMDB05994,1.655,2,m,NA,0.0604,0,CCCCCC=O,InChIKey=JARKCYVAAOWBJS-UHFFFAOYSA-N,1.83,-3.6,0.22,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lathosterol,HMDB01170,1.655,1,m,NA,0.0025,0,[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,InChIKey=IZVFFXVYBHFIHY-SKCNUYALSA-N,1.57,-2.4,3.905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dodecanoic acid,HMDB00638,1.655,2,m,7.57,0.1239,-1,CCCCCCCCCCCC(O)=O,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N,4.65,-2.2,5.82225,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beta-Sitosterol,HMDB00852,1.655,1,m,NA,0.0027,0,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@@H](CC)C(C)C,InChIKey=KZJWDPNRJALLNS-VJSFXXLFSA-N,-33,-2,9.744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Vaccenic acid,HMDB03231,1.655,2,m,NA,0.1674,-1,CCCCCC\C=C/CCCCCCCCCC(O)=O,InChIKey=UWHZIFQPPBDJPM-FPLPWBNLSA-N,11.41,-2.2,10.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Myristic acid,HMDB00806,1.655,2,m,NA,0.076,-1,CCCCCCCCCCCCCC(O)=O,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N,18.36,4.95,10.84733333,0.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Palmitic acid,HMDB00220,1.655,2,m,NA,0.0552,-1,CCCCCCCCCCCCCCCC(O)=O,InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-N,12.58,-1.4,61.8,5.65,NaN,11.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Oleic acid,HMDB00207,1.655,2,m,NA,0.2086,-1,CCCCCCCC\C=C/CCCCCCCC(O)=O,InChIKey=ZQPPMHVWECSIRJ-KTKRTIGZSA-N,1.64,-7.2,72.13575,2.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Heneicosanoic acid,HMDB02345,1.655,2,m,NA,0.0319,-1,CCCCCCCCCCCCCCCCCCCCC(O)=O,InChIKey=CKDDRHZIAZRDBW-UHFFFAOYSA-N,11.59,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-Hydroxyprogesterone,HMDB00374,1.655,10,m,NA,0.1411,0,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=DBPWSSGDRRHUNT-CEGNMAFCSA-N,7.36,-1.4,NaN,0.0013,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3-Methyladipic acid,HMDB00555,1.655,1,m,NA,0.1665,-2,C[C@@H](CCC(O)=O)CC(O)=O,InChIKey=SYEOWUNSTUDKGM-YFKPBYRVSA-N,1.19,-3.8,NaN,6.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5-Aminopentanoic acid,HMDB03355,1.655,5,m,NA,0.6865,0,NCCCCC(O)=O,InChIKey=JJMDCOVWQOJGCB-UHFFFAOYSA-N,14.58,-3,NaN,1.066666667,NaN,470.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Behenic acid,HMDB00944,1.655,2,m,NA,0.0261,-1,CCCCCCCCCCCCCCCCCCCCCC(O)=O,InChIKey=UKMSUNONTOPOIO-UHFFFAOYSA-N,11.12,-3.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Deoxycorticosterone,HMDB00016,1.655,1,m,NA,0.0627,0,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=ZESRJSPZRDMNHY-YFWFAHHUSA-N,-1.9,-2.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Nonadecanoic acid,HMDB00772,1.655,2,dt,14.80 7.50,0.0339,-1,CCCCCCCCCCCCCCCCCCC(O)=O,InChIKey=ISYWECDDZWTKFF-UHFFFAOYSA-N,12.58,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Taurodeoxycholic acid,HMDB00896,1.655,2,br. s.,NA,0.1992,-1,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O,InChIKey=AWDRATDZQPNJFN-VAYUFCLWSA-N,1.86,-6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2-Hydroxybutyric acid,HMDB00008,1.656,12,m,NA,NA,-1,CCC(O)C(O)=O,InChIKey=AFENDNXGAFYKQO-UHFFFAOYSA-N,12.59,-0.0012,54,NaN,NaN,NaN,53.33333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Testosterone,HMDB00234,1.657,4,m,NA,0.3234,0,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=MUMGGOZAMZWBJJ-DYKIIFRCSA-N,4.56,-2.8,NaN,1.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
D-Limonene,HMDB03375,1.665,3,s,NA,0.3035,0,CC(=C)[C@H]1CCC(C)=CC1,InChIKey=XMGQYMWWDOXHJM-SNVBAGLBSA-N,14.58,-3,0.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Norspermidine,HMDB11634,1.665,30,m,NA,0.4803,3,NCCCNCCCN,InChIKey=OTBHHUPVCYLGQO-UHFFFAOYSA-N,1.86,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(+)-Limonene,HMDB04321,1.665,3,s,NA,0.1686,0,CC(=C)[C@@H]1CCC(C)=CC1,InChIKey=XMGQYMWWDOXHJM-JTQLQIEISA-N,1.86,-6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16a-Hydroxyestrone,HMDB00335,1.665,3,m,NA,0.045,0,[H][C@@]12C[C@@H](O)C(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,InChIKey=WPOCIZJTELRQMF-QFXBJFAPSA-N,4.48,9.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16-a-Hydroxypregnenolone,HMDB00315,1.665,2,m,NA,0.0317,0,[H][C@@]12C[C@@H](O)[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,InChIKey=ZAKJZPQDUPCXSD-YRWKUUEZSA-N,18.3,-0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2-Hydroxydecanedioic acid,HMDB00424,1.665,10,m,NA,0.1094,-2,OC(CCCCCCCC(O)=O)C(O)=O,InChIKey=LPIOYESQKJFWPQ-UHFFFAOYSA-N,4.56,10.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ergocalciferol,HMDB00900,1.665,4,m,NA,0.0115,0,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,InChIKey=MECHNRXZTMCUDQ-RKHKHRCZSA-N,3.25,-6.3,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hydroxyoctanoic acid,HMDB00711,1.665,2,m,NA,0.1119,-1,CCCCCCC(O)C(O)=O,InChIKey=JKRDADVRIYVCCY-UHFFFAOYSA-N,17.26,-3.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Venlafaxine,HMDB05016,1.665,2,m,NA,0.0186,1,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,InChIKey=PNVNVHUZROJLTJ-UHFFFAOYSA-N,1.87,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Progesterone,HMDB01830,1.675,2,m,NA,0.1161,0,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=RJKFOVLPORLFTN-LEKSSAKUSA-N,11.17,-6.2,0.0025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Corticosterone,HMDB01547,1.675,1,dd,13.67 2.98,0.0127,0,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=OMFXVFTZEKFJBZ-HJTSIMOOSA-N,2.79,-0.13,0.027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Menthol,HMDB03352,1.675,1,dt,12.82 2.61,0.0779,0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,InChIKey=NOOLISFMXDJSKH-KXUCPTDWSA-N,14.58,-3,0.064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5alpha-Cholestanol,HMDB00908,1.675,1,qd,6.81 6.41 3.34,0.0823,0,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,InChIKey=QYIXCDOBOSTCEI-QCYZZNICSA-N,4.05,-3,9.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dodecanedioic acid,HMDB00623,1.675,4,m,7.48,0.0062,-2,OC(=O)CCCCCCCCCCC(O)=O,InChIKey=TVIDDXQYHWJXFK-UHFFFAOYSA-N,4.79,-0.78,219.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17a-Estradiol,HMDB00429,1.675,1,m,NA,0.0312,0,[H][C@@]12CC[C@@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,InChIKey=VOXZDWNPVJITMN-SFFUCWETSA-N,1.22,-6.1,NaN,2.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17a-Hydroxypregnenolone,HMDB00363,1.675,4,m,NA,0.0443,0,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,InChIKey=JERGUCIJOXJXHF-TVWVXWENSA-N,4.56,-0.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hexanoylglycine,HMDB00701,1.675,14,dq,7.47,0.3254,-1,CCCCCC(=O)NCC(O)=O,InChIKey=UPCKIPHSXMXJOX-UHFFFAOYSA-N,0.73,-0.95,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Anabasine,HMDB04350,1.685,1,m,NA,0.0246,1,C1CCC(NC1)C1=CN=CC=C1,InChIKey=MTXSIJUGVMTTMU-UHFFFAOYSA-N,1.86,-4.8,0.0031,4.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dehydroepiandrosterone,HMDB00077,1.685,3,m,NA,0.2465,0,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C)C1CCC2=O,InChIKey=FMGSKLZLMKYGDP-INNQQZFDSA-N,1.49,9.22,0.023,0.0658,NaN,0.0033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Spermine,HMDB01256,1.685,6,m,NA,0.5416,4,NCCCNCCCCNCCCN,InChIKey=PFNFFQXMRSDOHW-UHFFFAOYSA-N,4.81,-2.2,0.03,0.076333333,NaN,0.335,0.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lithocholic acid,HMDB00761,1.685,3,m,NA,0.0298,-1,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2C[C@H](O)CC[C@]12C,InChIKey=SMEROWZSTRWXGI-YPLGJCPNSA-N,1.77,-1.8,0.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2-Ethyl-2-Hydroxybutyric acid,HMDB01975,1.685,1,m,NA,0.2034,-1,CCC(O)(CC)C(O)=O,InChIKey=LXVSANCQXSSLPA-UHFFFAOYSA-N,3.57,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3a.6a.7b-Trihydroxy-5b-cholanoic acid,HMDB00364,1.685,3,m,NA,0.1366,-1,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)[C@H](O)[C@]2([H])C[C@H](O)CC[C@]12C,InChIKey=DKPMWHFRUGMUKF-NTPBNISXSA-N,1.08,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Hydroxyadipic acid,HMDB00321,1.685,4,m,NA,0.8889,-2,OC(CCCC(O)=O)C(O)=O,InChIKey=OTTXIFWBPRRYOG-UHFFFAOYSA-N,12.51,-0.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Aminocaproic acid,HMDB01901,1.685,2,m,NA,0.1949,0,NCCCCCC(O)=O,InChIKey=SLXKOJJOQWFEFD-UHFFFAOYSA-N,0.83,2.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Epiandrosterone,HMDB00365,1.685,1,m,NA,0.0578,0,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2C[C@@H](O)CC[C@]12C,InChIKey=QGXBDMJGAMFCBF-QRIARFFBSA-N,9.61,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Glycyrrhetinic acid,HMDB11628,1.685,5,m,NA,0.1496,-1,CC1(C)[C@@H](O)CC[C@@]2(C)C1CC[C@]1(C)C2C(=O)C=C2C3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O,InChIKey=MPDGHEJMBKOTSU-WFJWTYAKSA-N,1.86,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
N-Acetylputrescine,HMDB02064,1.685,1,m,NA,0.1788,1,CC(=O)NCCCCN,InChIKey=KLZGKIDSEJWEDW-UHFFFAOYSA-N,17.45,-9.7,NaN,1.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
N-Alpha-acetyllysine,HMDB00446,1.685,12,m,NA,0.1257,0,CC(=O)NC(CCCCN)C(O)=O,InChIKey=VEYYWZRYIYDQJM-UHFFFAOYSA-N,13.85,-0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sulfolithocholic acid,HMDB00907,1.685,4,m,NA,0.0875,-2,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2C[C@@H](CC[C@]12C)OS(O)(=O)=O,InChIKey=AXDXVEYHEODSPN-YPLGJCPNSA-N,0.45,9.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Vitamin D3,HMDB00876,1.695,2,m,NA,0.0324,0,CC(C)CCC[C@@H](C)[C@H]1CCC2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,InChIKey=QYSXJUFSXHHAJI-QWSSABAFSA-N,1.1,-3.6,0.03705,NaN,NaN,0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Symmetric dimethylarginine,HMDB03334,1.695,2,m,NA,0.0363,1,CN\C(NCCC[C@H](N)C(O)=O)=N/C,InChIKey=HVPFXCBJHIIJGS-LURJTMIESA-N,14.58,-3,0.502,12.4,NaN,0.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
L-Arginine,HMDB00517,1.695,3,m,NA,0.1248,1,N[C@@H](CCCN=C(N)N)C(O)=O,InChIKey=ODKSFYDXXFIFQN-BYPYZUCNSA-N,12.21,-0.95,116.45,NA,NaN,35.73,18.2075,NaN,NaN,NaN,NaN,NaN,NaN,NaN
All-trans-retinoic acid,HMDB01852,1.695,1,s,NA,0.4877,-1,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,InChIKey=SHGAZHPCJJPHSC-YCNIQYBTSA-N,10.09,5.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alpha-Aspartyl-lysine,HMDB04987,1.695,2,m,NA,0.3021,0,NCCCC[C@H](NC(=O)[C@@H](N)CC(O)=O)C(O)=O,InChIKey=OAMLVOVXNKILLQ-BQBZGAKWSA-N,1.87,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Epitestosterone,HMDB00628,1.695,1,m,NA,0.0237,0,[H][C@@]12CC[C@@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=MUMGGOZAMZWBJJ-KZYORJDKSA-N,3.89,4.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Geraniol,HMDB05812,1.695,3,s,NA,0.9684,0,CC(C)=CCC\C(C)=C/CO,InChIKey=GLZPCOQZEFWAFX-YFHOEESVSA-N,1.87,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Glycocholic acid,HMDB00138,1.705,12,m,NA,0.2509,-1,[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@H](O)CC2C[C@H](O)CC[C@]12C,InChIKey=RFDAIACWWDREDC-MZMBZMQMSA-N,4.55,8.85,0.06,0.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5-Hydroxylysine,HMDB00450,1.705,6,m,NA,0.2785,1,NC[C@H](O)CC[C@H](N)C(O)=O,InChIKey=YSMODUONRAFBET-UHNVWZDZSA-N,1.87,-3,2.5,0.555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2-Amino-3-phosphonopropionic acid,HMDB00370,1.705,1,dt,15.10 12.97,0.4117,-1,NC(CP(O)(O)=O)C(O)=O,InChIKey=LBTABPSJONFLPO-UHFFFAOYSA-N,4.81,-0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
